,0,1,2,3,4,5,6
1545,1,2,1,0,0,1,unacc
1546,1,2,1,0,0,2,unacc
1547,1,2,1,0,0,0,unacc
1548,1,2,1,1,2,1,unacc
1549,1,2,1,1,2,2,acc
1550,1,2,1,1,2,0,good
1551,1,2,1,1,1,1,unacc
1552,1,2,1,1,1,2,acc
1553,1,2,1,1,1,0,good
1554,1,2,1,1,0,1,unacc
1555,1,2,1,1,0,2,good
1556,1,2,1,1,0,0,vgood
1557,1,2,1,2,2,1,unacc
1558,1,2,1,2,2,2,acc
1559,1,2,1,2,2,0,good
1560,1,2,1,2,1,1,unacc
1561,1,2,1,2,1,2,good
1562,1,2,1,2,1,0,vgood
1563,1,2,1,2,0,1,unacc
1564,1,2,1,2,0,2,good
1565,1,2,1,2,0,0,vgood
1566,1,2,2,0,2,1,unacc
1567,1,2,2,0,2,2,unacc
1568,1,2,2,0,2,0,unacc
1569,1,2,2,0,1,1,unacc
1570,1,2,2,0,1,2,unacc
1571,1,2,2,0,1,0,unacc
1572,1,2,2,0,0,1,unacc
1573,1,2,2,0,0,2,unacc
1574,1,2,2,0,0,0,unacc
1575,1,2,2,1,2,1,unacc
1576,1,2,2,1,2,2,acc
1577,1,2,2,1,2,0,good
1578,1,2,2,1,1,1,unacc
1579,1,2,2,1,1,2,good
1580,1,2,2,1,1,0,vgood
1581,1,2,2,1,0,1,unacc
1582,1,2,2,1,0,2,good
1583,1,2,2,1,0,0,vgood
1584,1,2,2,2,2,1,unacc
1585,1,2,2,2,2,2,acc
1586,1,2,2,2,2,0,good
1587,1,2,2,2,1,1,unacc
1588,1,2,2,2,1,2,good
1589,1,2,2,2,1,0,vgood
1590,1,2,2,2,0,1,unacc
1591,1,2,2,2,0,2,good
1592,1,2,2,2,0,0,vgood
1593,1,2,3,0,2,1,unacc
1594,1,2,3,0,2,2,unacc
1595,1,2,3,0,2,0,unacc
1596,1,2,3,0,1,1,unacc
1597,1,2,3,0,1,2,unacc
1598,1,2,3,0,1,0,unacc
1599,1,2,3,0,0,1,unacc
1600,1,2,3,0,0,2,unacc
1601,1,2,3,0,0,0,unacc
1602,1,2,3,1,2,1,unacc
1603,1,2,3,1,2,2,acc
1604,1,2,3,1,2,0,good
1605,1,2,3,1,1,1,unacc
1606,1,2,3,1,1,2,good
1607,1,2,3,1,1,0,vgood
1608,1,2,3,1,0,1,unacc
1609,1,2,3,1,0,2,good
1610,1,2,3,1,0,0,vgood
1611,1,2,3,2,2,1,unacc
1612,1,2,3,2,2,2,acc
1613,1,2,3,2,2,0,good
1614,1,2,3,2,1,1,unacc
1615,1,2,3,2,1,2,good
1616,1,2,3,2,1,0,vgood
1617,1,2,3,2,0,1,unacc
1618,1,2,3,2,0,2,good
1619,1,2,3,2,0,0,vgood
1620,1,1,0,0,2,1,unacc
1621,1,1,0,0,2,2,unacc
1622,1,1,0,0,2,0,unacc
1623,1,1,0,0,1,1,unacc
1624,1,1,0,0,1,2,unacc
1625,1,1,0,0,1,0,unacc
1626,1,1,0,0,0,1,unacc
1627,1,1,0,0,0,2,unacc
1628,1,1,0,0,0,0,unacc
1629,1,1,0,1,2,1,unacc
1630,1,1,0,1,2,2,acc
1631,1,1,0,1,2,0,good
1632,1,1,0,1,1,1,unacc
1633,1,1,0,1,1,2,acc
1634,1,1,0,1,1,0,good
1635,1,1,0,1,0,1,unacc
1636,1,1,0,1,0,2,good
1637,1,1,0,1,0,0,vgood
1638,1,1,0,2,2,1,unacc
1639,1,1,0,2,2,2,unacc
1640,1,1,0,2,2,0,unacc
1641,1,1,0,2,1,1,unacc
1642,1,1,0,2,1,2,acc
1643,1,1,0,2,1,0,good
1644,1,1,0,2,0,1,unacc
1645,1,1,0,2,0,2,good
1646,1,1,0,2,0,0,vgood
1647,1,1,1,0,2,1,unacc
1648,1,1,1,0,2,2,unacc
1649,1,1,1,0,2,0,unacc
1650,1,1,1,0,1,1,unacc
1651,1,1,1,0,1,2,unacc
1652,1,1,1,0,1,0,unacc
1653,1,1,1,0,0,1,unacc
1654,1,1,1,0,0,2,unacc
1655,1,1,1,0,0,0,unacc
1656,1,1,1,1,2,1,unacc
1657,1,1,1,1,2,2,acc
1658,1,1,1,1,2,0,good
1659,1,1,1,1,1,1,unacc
1660,1,1,1,1,1,2,acc
1661,1,1,1,1,1,0,good
1662,1,1,1,1,0,1,unacc
1663,1,1,1,1,0,2,good
1664,1,1,1,1,0,0,vgood
1665,1,1,1,2,2,1,unacc
1666,1,1,1,2,2,2,acc
1667,1,1,1,2,2,0,good
1668,1,1,1,2,1,1,unacc
1669,1,1,1,2,1,2,good
1670,1,1,1,2,1,0,vgood
1671,1,1,1,2,0,1,unacc
1672,1,1,1,2,0,2,good
1673,1,1,1,2,0,0,vgood
1674,1,1,2,0,2,1,unacc
1675,1,1,2,0,2,2,unacc
1676,1,1,2,0,2,0,unacc
1677,1,1,2,0,1,1,unacc
1678,1,1,2,0,1,2,unacc
1679,1,1,2,0,1,0,unacc
1680,1,1,2,0,0,1,unacc
1681,1,1,2,0,0,2,unacc
1682,1,1,2,0,0,0,unacc
1683,1,1,2,1,2,1,unacc
1684,1,1,2,1,2,2,acc
1685,1,1,2,1,2,0,good
1686,1,1,2,1,1,1,unacc
1687,1,1,2,1,1,2,good
1688,1,1,2,1,1,0,vgood
1689,1,1,2,1,0,1,unacc
1690,1,1,2,1,0,2,good
1691,1,1,2,1,0,0,vgood
1692,1,1,2,2,2,1,unacc
1693,1,1,2,2,2,2,acc
1694,1,1,2,2,2,0,good
1695,1,1,2,2,1,1,unacc
1696,1,1,2,2,1,2,good
1697,1,1,2,2,1,0,vgood
1698,1,1,2,2,0,1,unacc
1699,1,1,2,2,0,2,good
1700,1,1,2,2,0,0,vgood
1701,1,1,3,0,2,1,unacc
1702,1,1,3,0,2,2,unacc
1703,1,1,3,0,2,0,unacc
1704,1,1,3,0,1,1,unacc
1705,1,1,3,0,1,2,unacc
1706,1,1,3,0,1,0,unacc
1707,1,1,3,0,0,1,unacc
1708,1,1,3,0,0,2,unacc
1709,1,1,3,0,0,0,unacc
1710,1,1,3,1,2,1,unacc
1711,1,1,3,1,2,2,acc
1712,1,1,3,1,2,0,good
1713,1,1,3,1,1,1,unacc
1714,1,1,3,1,1,2,good
1715,1,1,3,1,1,0,vgood
1716,1,1,3,1,0,1,unacc
1717,1,1,3,1,0,2,good
1718,1,1,3,1,0,0,vgood
1719,1,1,3,2,2,1,unacc
1720,1,1,3,2,2,2,acc
1721,1,1,3,2,2,0,good
1722,1,1,3,2,1,1,unacc
1723,1,1,3,2,1,2,good
1724,1,1,3,2,1,0,vgood
1725,1,1,3,2,0,1,unacc
1726,1,1,3,2,0,2,good
1727,1,1,3,2,0,0,vgood
